unit,hhtyp,indic_il,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
EUR,TOTAL,MEI_E,UK	: 	: 	: 	: 	20318 	19837 b	19046 	19404 	18634 	16267 	16867 b	16437 	16189 	15395 	18279 	19681 	18049 	18000 	: 	: 
EUR,TOTAL,MEI_E,XK	: 	: 	: 	: 	2198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,AL	: 	200000 	252632 	232568 	205520 	157895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,AT	12052 b	11795 	15043 	12440 	11907 	12009 	11963 	11767 	10515 	11258 	12037 	11413 	11650 	11477 	10744 b	8780 	9815 	9887 	9109 	9100 
NAC,A1_DCH,MED_E,BE	14993 b	13823 	13325 	13051 b	10895 	10727 	10060 	10391 	8729 	8450 	8685 	8351 	8941 	9234 	8311 	7927 	9503 	7333 	5406 	7678 
NAC,A1_DCH,MED_E,BG	6004 b	5431 	5250 	4631 	5231 	4148 	3280 b	3870 	3385 	3881 	2969 	3913 	3525 	4104 	2486 	2338 	1639 	: 	: 	: 
NAC,A1_DCH,MED_E,CH	31821 	27945 	26060 	25455 	25865 	26989 	28901 	28908 	29953 b	29146 	29388 	27810 	28939 	27895 	29519 	26160 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,CY	10666 b	8708 	9435 	11274 	8003 	7251 	7753 	7865 	7540 	9286 	10590 	10602 	9868 	8363 	4329 b	5150 	4723 	4160 	: 	: 
NAC,A1_DCH,MED_E,CZ	206870 b	172889 	176773 	172282 	158518 	140492 	127645 	127853 	111411 	128827 	119894 	111095 	108221 	103915 	86277 	76837 	67795 	59999 	: 	: 
NAC,A1_DCH,MED_E,DE	12162 b	11415 	12676 b	13726 	11205 	11031 	10954 	10942 	11174 	9422 	9065 	8148 	7717 	8263 	7696 	8235 	7715 	9150 	: 	: 
NAC,A1_DCH,MED_E,DK	148452 b	141605 	154185 b	159759 	147482 	143141 	147652 	132237 	128533 	125410 	135668 	126813 b	123317 	117670 	119545 	118332 	107072 	103364 	99157 	96485 
NAC,A1_DCH,MED_E,EE	9300 	7586 	7798 	6395 	6021 	6007 	5645 	4648 	4520 b	4070 	3758 	3914 	3348 	3761 	3405 	2454 	1969 	1534 	1228 	: 
NAC,A1_DCH,MED_E,EL	5788 b	5314 	6006 	5000 	4700 	4709 	4744 	5089 	5445 	5040 	4200 	6389 	7733 	7549 	7280 	6695 	7923 	5028 	5250 	5081 
NAC,A1_DCH,MED_E,ES	9132 b	7355 	9441 	8787 	8364 	8109 	8015 	7580 	6878 	7258 	8287 	7528 	7205 	7598 	9121 b	7767 	6992 	5936 	5800 	: 
NAC,A1_DCH,MED_E,FI	15227 	14531 	14691 	13593 	11371 	12429 	12758 	13206 	12943 	13642 	13383 	13031 	12794 	12248 	10891 	10155 	10257 	9538 	9727 	: 
NAC,A1_DCH,MED_E,FR	10139 b	9503 	9785 b	11319 	10879 	11511 	10543 	10747 	10864 	10563 	10332 	10591 	9245 	10223 	9595 b	8757 	9138 	8658 	8374 	: 
NAC,A1_DCH,MED_E,HR	48018 b	38760 	40462 	35802 	29119 	30563 	25108 	24947 	24958 	25579 	29090 	23154 	32273 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,HU	1562957 b	1408819 	1336724 	1217536 	873406 	822971 	684699 	703586 	723577 	708800 	712400 	640393 	622908 	626870 	554094 	521118 	501217 	491128 	: 	: 
NAC,A1_DCH,MED_E,IE	6655 b	5086 	4544 b	8187 	4478 	3943 	1766 	3450 	2523 	1846 	3339 	2289 	2255 	2651 	3889 	4894 	2295 	2062 	1429 	2846 
NAC,A1_DCH,MED_E,IS	: 	: 	: 	: 	2981898 	2578830 	2277295 	1962407 	1922384 	1864739 	1374143 	1387142 	1412947 	1833454 	1668717 	1542172 	1394467 	1315450 	1093738 	: 
NAC,A1_DCH,MED_E,IT	12133 b	11266 	12604 	12200 	11400 	10842 	11102 	11014 	10895 	10112 	9598 	10150 	9705 	10212 	10015 	10446 	10162 	9548 	9600 	: 
NAC,A1_DCH,MED_E,LT	5147 b	4526 	4112 	3304 	3451 	3017 	3280 	2620 	8619 	7941 	9181 	5976 	6098 	7454 	7500 	6206 	4844 	3455 	: 	: 
NAC,A1_DCH,MED_E,LU	27756 b	19540 b	18994 b	18138 	18418 	17137 	14036 b	15218 	15884 	10828 	11978 	13001 	14062 	10707 	12194 	12252 	11965 	14270 	14937 	14795 
NAC,A1_DCH,MED_E,LV	6224 b	5093 	5703 	5445 	4406 	3987 	3484 	3514 	2939 	2648 	2341 	2289 	2486 	3260 	2934 	1949 	1313 	1281 	: 	: 
NAC,A1_DCH,MED_E,ME	1680 	1550 	2211 	2304 	2077 	2100 	2400 	2000 	1950 	1881 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,MK	: 	: 	104000 	93319 	109500 	100063 	83333 	89800 	90000 	103333 	71867 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,MT	10450 b	8584 	7031 	7212 	7724 	7639 	6890 	4506 	2877 	2636 	1600 	1517 	1065 	1406 	1754 	1758 	478 	1501 	: 	: 
NAC,A1_DCH,MED_E,NL	16650 b	14257 	12790 	12656 	11646 	10943 	11083 b	10380 	12778 	12121 	9587 	10178 	9827 	9035 	9879 	7955 	5220 	5255 	: 	: 
NAC,A1_DCH,MED_E,NO	223030 	211399 b	208003 	208068 	206892 	200284 	187871 	189572 	194599 	165117 	166716 	152337 	153563 	147470 	135196 	105257 	132358 	102686 	121264 	123040 
NAC,A1_DCH,MED_E,PL	25194 b	23049 	19473 	17636 	14411 	14912 	14627 	16000 	14614 	14337 	14217 	12448 	11689 	11250 	9321 	7200 	6647 	4918 	: 	: 
NAC,A1_DCH,MED_E,PT	7916 b	7720 b	7883 	6550 	6428 	5912 	5695 	5389 	4823 	5655 	5468 	6069 	5403 	5024 	4987 	4988 	4436 	5344 	3989 	: 
NAC,A1_DCH,MED_E,RO	17923 b	16267 	14167 	11000 	8293 	7858 	5784 	6277 	6769 	5340 	5284 	5152 	5463 	5100 	3480 	2815 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,RS	: 	297200 	340000 	240000 	250000 	249231 	160000 	173376 	166667 	162500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MED_E,SE	169978 	161097 	154535 	148472 	142511 	140458 	133157 	132589 	127895 	123925 	121941 	114750 	106951 	116085 	106199 b	92317 	82580 	87497 	78016 	: 
NAC,A1_DCH,MED_E,SI	12283 b	10736 	10296 	9109 	8043 	8071 	8178 	7518 	7684 	7115 	8406 	7114 	6594 	6889 	6225 	6002 	1419109 	1208815 	: 	: 
NAC,A1_DCH,MED_E,SK	4783 b	5416 	5566 	4972 	5345 	4225 	4425 	4477 	4414 	4547 	4673 	4318 	4071 	3817 	116908 	91832 	76485 	68091 	: 	: 
NAC,A1_DCH,MED_E,TR	: 	14375 	12665 	12395 	10000 	9130 	7308 	6923 	5140 	4994 	4031 	3480 	3133 	3429 	3333 	3083 	1924 	: 	: 	: 
NAC,A1_DCH,MED_E,UK	: 	: 	: 	: 	4815 	3580 b	3594 	2890 	2821 	1842 	1629 b	2500 	2259 	2557 	2219 	3144 	2311 	2163 	: 	: 
NAC,A1_DCH,MED_E,XK	: 	: 	: 	: 	387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,AL	: 	237444 	284555 	253513 	221091 	210473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,AT	14027 b	13960 	14738 	14809 	13636 	13934 	14306 	12739 	12686 	11673 	12565 	12967 	12438 	12629 	11669 b	9727 	10006 	10398 	9699 	9949 
NAC,A1_DCH,MEI_E,BE	14366 b	13602 	13207 	13124 b	11701 	11854 	11222 	11104 	10105 	9800 	9050 	9180 	9196 	9450 	8423 	8497 	8714 	7776 	6610 	8213 
NAC,A1_DCH,MEI_E,BG	8611 b	13152 	7286 	6769 	6019 	4999 	4267 b	4737 	4008 	4728 	3933 	5446 	5161 	5292 	4104 	2493 	1957 	: 	: 	: 
NAC,A1_DCH,MEI_E,CH	34873 	31033 	30210 	28598 	27689 	29156 	30999 	30316 	30983 b	32053 	31661 	30239 	30431 	28481 	29458 	27847 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,CY	12106 b	10247 	11403 	11498 	9583 	9260 	8991 	9450 	8710 	11609 	12429 	11222 	10374 	9380 	5360 b	5900 	5611 	4690 	: 	: 
NAC,A1_DCH,MEI_E,CZ	212035 b	177631 	185905 	171175 	162103 	145686 	123927 	133738 	117107 	130025 	123059 	115911 	122388 	110108 	88020 	85898 	79371 	67144 	: 	: 
NAC,A1_DCH,MEI_E,DE	13734 b	14553 	13573 b	13987 	12052 	12101 	12429 	12041 	12654 	10995 	10125 	9481 	8863 	9042 	8651 	9452 	8446 	9580 	: 	: 
NAC,A1_DCH,MEI_E,DK	145484 b	137143 	136240 b	143933 	134077 	136175 	129351 	113812 	124701 	120588 	125756 	117099 b	109890 	107768 	108776 	104725 	92046 	92249 	89042 	83399 
NAC,A1_DCH,MEI_E,EE	10468 	8263 	9074 	8535 	6814 	7305 	6691 	5683 	5121 b	4644 	4821 	4231 	3745 	4368 	3733 	2802 	2204 	1901 	1545 	: 
NAC,A1_DCH,MEI_E,EL	6342 b	6370 	6723 	6360 	5562 	5443 	5242 	5302 	6057 	5143 	4969 	6732 	8902 	8381 	8893 	8027 	8232 	6528 	6065 	5925 
NAC,A1_DCH,MEI_E,ES	10957 b	9193 	11059 	10903 	10354 	10158 	10260 	9577 	8924 	8878 	9951 	9127 	9095 	10112 	10053 b	8722 	7297 	6950 	7227 	: 
NAC,A1_DCH,MEI_E,FI	16945 	15198 	14546 	14018 	12628 	12942 	12633 	13244 	13608 	14112 	13667 	13397 	13492 	13362 	11065 	9881 	9749 	9299 	9635 	: 
NAC,A1_DCH,MEI_E,FR	12487 b	10755 	11971 b	12298 	11990 	13035 	11629 	12045 	11213 	11519 	11390 	11733 	10771 	11503 	11258 b	9593 	9919 	9142 	8786 	: 
NAC,A1_DCH,MEI_E,HR	51581 b	46571 	45893 	37688 	34014 	34725 	35448 	33676 	31840 	30033 	32081 	31563 	33388 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,HU	1795173 b	1674833 	1363245 	1453005 	945463 	871186 	780372 	800019 	885791 	777701 	863618 	767174 	677553 	681195 	597337 	569377 	621665 	531988 	: 	: 
NAC,A1_DCH,MEI_E,IE	11318 b	9842 	9962 b	10773 	12551 	7148 	6171 	6494 	6429 	6550 	6379 	5939 	5971 	5204 	7259 	7458 	8085 	5773 	4590 	5867 
NAC,A1_DCH,MEI_E,IS	: 	: 	: 	: 	2829193 	2757038 	2254523 	2125730 	1889442 	1986201 	1601492 	1450323 	1551846 	1906469 	1711462 	1556097 	1361054 	1304539 	1219423 	: 
NAC,A1_DCH,MEI_E,IT	12883 b	11722 	12810 	12590 	12473 	11920 	11945 	11009 	11338 	11143 	11003 	10661 	10473 	10966 	10625 	11392 	11327 	10407 	10518 	: 
NAC,A1_DCH,MEI_E,LT	6312 b	5874 	4949 	4777 	4484 	3633 	3607 	3102 	12096 	11982 	10425 	8514 	8875 	9637 	8837 	7424 	5920 	5057 	: 	: 
NAC,A1_DCH,MEI_E,LU	35391 b	27631 b	24963 b	20963 	22747 	19019 	17312 b	18882 	18473 	15811 	15757 	15651 	15712 	13660 	15147 	15704 	14798 	17463 	18341 	18924 
NAC,A1_DCH,MEI_E,LV	7273 b	6650 	7231 	6321 	5199 	4714 	4482 	4158 	3658 	3356 	3052 	2948 	3166 	3872 	3507 	2388 	1841 	1581 	: 	: 
NAC,A1_DCH,MEI_E,ME	2270 	1999 	2563 	2612 	2605 	2524 	2886 	2130 	1955 	2174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,MK	: 	: 	106982 	82542 	104150 	93859 	79687 	97331 	94897 	103129 	71073 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,MT	11182 b	9180 	9825 	8009 	8768 	7898 	7178 	6895 	5205 	4824 	4236 	4563 	3393 	3464 	3344 	3806 	1509 	1856 	: 	: 
NAC,A1_DCH,MEI_E,NL	16720 b	15271 	13763 	13488 	13539 	13087 	12153 b	11080 	12515 	11785 	10716 	10160 	10397 	10429 	9876 	8912 	7583 	7315 	: 	: 
NAC,A1_DCH,MEI_E,NO	218866 	199491 b	198502 	201414 	190834 	188699 	186896 	186355 	197281 	162755 	158552 	152518 	145688 	145276 	131974 	109178 	120923 	126391 	135431 	149883 
NAC,A1_DCH,MEI_E,PL	27059 b	24972 	22309 	21768 	16886 	17610 	17594 	17454 	15768 	16320 	16070 	15936 	15416 	14316 	12631 	9918 	9229 	8022 	: 	: 
NAC,A1_DCH,MEI_E,PT	9366 b	8505 b	9264 	7630 	7275 	6535 	6375 	5905 	6041 	6537 	6612 	7402 	6579 	6848 	6681 	6761 	6396 	7141 	5895 	: 
NAC,A1_DCH,MEI_E,RO	19198 b	16540 	14108 	13245 	9430 	8419 	6058 	6786 	6789 	5812 	5896 	5571 	6005 	5257 	4155 	3919 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,RS	: 	293968 	293895 	272041 	251795 	251714 	196212 	227918 	207891 	204828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A1_DCH,MEI_E,SE	173780 	164849 	156016 	141850 	136080 	136390 	132292 	124854 	120821 	117979 	115834 	108298 	104726 	111350 	102423 b	91012 	79953 	82579 	83505 	: 
NAC,A1_DCH,MEI_E,SI	12708 b	11183 	10636 	9450 	8773 	8612 	8564 	8026 	7955 	7675 	8252 	7607 	7097 	7465 	6695 	5938 	1587228 	1404392 	: 	: 
NAC,A1_DCH,MEI_E,SK	4730 b	5136 	5533 	4978 	5238 	4433 	4169 	4436 	5171 	4389 	4802 	4539 	4097 	3982 	114434 	106250 	165371 	77057 	: 	: 
NAC,A1_DCH,MEI_E,TR	: 	21741 	17459 	16579 	14767 	11950 	10857 	10755 	7884 	7698 	5814 	5002 	5670 	5298 	4909 	4303 	3259 	: 	: 	: 
NAC,A1_DCH,MEI_E,UK	: 	: 	: 	: 	7293 	5703 b	5896 	5324 	5408 	4742 	5144 b	5237 	4234 	4696 	4736 	4861 	4210 	4501 	: 	: 
NAC,A1_DCH,MEI_E,XK	: 	: 	: 	: 	1125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,AL	: 	250819 	250640 	224071 	213793 	185958 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,AT	22066 b	21472 	20952 	19138 	19723 	18765 	17933 	17800 	18156 	16956 	16575 	15930 	16021 	16111 	15273 b	14161 	13708 	13259 	12793 	11667 
NAC,A_GE2_DCH,MED_E,BE	24951 b	23116 	23863 	22582 b	22406 	21798 	21391 	20540 	20552 	20595 	18529 	18290 	18059 	17733 	16667 	16143 	16259 	15133 	14307 	14429 
NAC,A_GE2_DCH,MED_E,BG	8598 b	7806 	7584 	6883 	5565 	5640 	4788 b	5235 	4689 	4551 	4546 	4562 	4770 	4884 	3680 	2451 	2041 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,CH	41673 	40904 	39745 	39487 	39776 	39456 	39225 	39875 	38335 b	41879 	40518 	39365 	38810 	38423 	37178 	35969 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,CY	16572 b	15239 	15389 	14883 	13784 	12907 	12495 	12169 	12881 	14204 	15184 	15369 	14703 	15422 	8612 b	8788 	7914 	7266 	: 	: 
NAC,A_GE2_DCH,MED_E,CZ	293086 b	253234 	260136 	247705 	228271 	211079 	198499 	188006 	178009 	171194 	167861 	164038 	161996 	159724 	143214 	132764 	122851 	115556 	: 	: 
NAC,A_GE2_DCH,MED_E,DE	21556 b	20865 	23408 b	20841 	20011 	19451 	18803 	18579 	17550 	17560 	17770 	16667 	16641 	16463 	16354 	15643 	12858 	13526 	: 	: 
NAC,A_GE2_DCH,MED_E,DK	254297 b	240362 	228747 b	239088 	230728 	227618 	222975 	218303 	211096 	207709 	204509 	201028 b	191903 	182802 	181045 	175317 	164968 	160413 	153849 	153430 
NAC,A_GE2_DCH,MED_E,EE	14203 	11509 	10814 	10653 	9832 	8353 	7900 	7408 	6895 b	6206 	5667 	5179 	5172 	5596 	5280 	4227 	3397 	2881 	2429 	: 
NAC,A_GE2_DCH,MED_E,EL	7611 b	6800 	6805 	6420 	6000 	5920 	5613 	5571 	5710 	6119 	7956 	10048 	10348 	10238 	9808 	8889 	8886 	8780 	8327 	7324 
NAC,A_GE2_DCH,MED_E,ES	13566 b	12151 	13333 	12908 	12831 	12030 	11000 	10648 	10140 	10305 	10804 	11321 	11739 	11995 	11534 b	9783 	9381 	8883 	8379 	: 
NAC,A_GE2_DCH,MED_E,FI	25542 	23855 	24029 	23656 	22664 	21609 	21406 	21626 	21457 	21265 	20923 	19873 	19148 	18928 	18010 	16934 	16409 	15762 	14723 	: 
NAC,A_GE2_DCH,MED_E,FR	20659 b	20780 	19520 b	20125 	19350 	19078 	18806 	18520 	18507 	18213 	17953 	16933 	17075 	16960 	16273 b	13683 	14157 	13774 	12982 	: 
NAC,A_GE2_DCH,MED_E,HR	60000 b	55051 	53913 	48468 	43520 	40000 	35423 	32648 	30800 	31081 	31478 	31536 	34367 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,HU	1999299 b	1766139 	1721024 	1492780 	1305950 	1148734 	1067292 	1002174 	931724 	904395 	961325 	823146 	782194 	778313 	715783 	707916 	692374 	610145 	: 	: 
NAC,A_GE2_DCH,MED_E,IE	25472 b	23768 	23125 b	22066 	22175 	20493 	18994 	17961 	16332 	15877 	15157 	15207 	15052 	18579 	19319 	18979 	17290 	16148 	16328 	15269 
NAC,A_GE2_DCH,MED_E,IS	: 	: 	: 	: 	4548626 	4277131 	3848324 	3515034 	3374944 	3074747 	2808180 	2764257 	2773522 	2985014 	2655405 	2361425 	2068190 	1875928 	1776400 	: 
NAC,A_GE2_DCH,MED_E,IT	15252 b	13546 	14747 	14087 	13535 	13232 	13177 	12962 	12920 	12688 	13022 	13146 	12829 	12786 	13097 	12565 	12033 	11734 	11079 	: 
NAC,A_GE2_DCH,MED_E,LT	9498 b	8318 	7841 	6860 	6373 	5419 	5042 	4600 	14174 	12954 	12395 	9998 	10452 	14217 	13122 	10426 	8113 	6562 	: 	: 
NAC,A_GE2_DCH,MED_E,LU	35022 b	33439 b	28725 b	27169 	25532 	27452 	24385 b	27256 	25540 	23357 	22798 	24670 	23115 	23489 	24915 	24729 	23647 	21194 	21085 	20227 
NAC,A_GE2_DCH,MED_E,LV	9226 b	8827 	8033 	7598 	6892 	6040 	5864 	5348 	4532 	4023 	3811 	3455 	3719 	5084 	4482 	3024 	2220 	1917 	: 	: 
NAC,A_GE2_DCH,MED_E,ME	3088 	2717 	2829 	2710 	2722 	2500 	2308 	2250 	2038 	2087 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,MK	: 	: 	126273 	124745 	118368 	108818 	102286 	99750 	92607 	92426 	85821 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,MT	17348 b	15996 	14960 	14631 	14119 	13645 	12565 	12524 	11464 	10220 	9696 	9058 	8799 	9119 	8880 	8253 	3348 	3308 	: 	: 
NAC,A_GE2_DCH,MED_E,NL	31161 b	29529 	25650 	24433 	23923 	23370 	22183 b	20356 	19642 	19389 	18974 	18646 	18723 	18625 	18251 	16878 	15548 	15051 	: 	: 
NAC,A_GE2_DCH,MED_E,NO	356132 	331494 b	351567 	337458 	327053 	316673 	319955 	308580 	302925 	286408 	276624 	254916 	254552 	250247 	222693 	205563 	180634 	181061 	189248 	186323 
NAC,A_GE2_DCH,MED_E,PL	29412 b	27526 	26543 	23196 	21326 	19535 	19482 	18543 	17543 	16874 	16480 	16034 	15103 	14331 	12220 	10070 	9050 	8002 	: 	: 
NAC,A_GE2_DCH,MED_E,PT	9359 b	9725 b	9810 	9028 	8398 	8074 	7605 	7256 	6762 	6815 	7026 	7175 	7160 	6898 	7108 	6576 	6242 	6186 	5915 	: 
NAC,A_GE2_DCH,MED_E,RO	21286 b	18729 	16325 	14054 	11611 	9024 	7504 	7311 	6384 	6354 	5934 	5921 	6057 	5567 	4797 	4237 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,RS	: 	357794 	356781 	296364 	244084 	225479 	204615 	195174 	186154 	193548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,SE	246515 	233166 	230861 	217955 	219718 	209931 	204275 	203821 	191966 	196639 	190402 	179231 	174792 	170517 	155258 b	144158 	139566 	130916 	132191 	: 
NAC,A_GE2_DCH,MED_E,SI	15190 b	13931 	13321 	12885 	11956 	11345 	11014 	11043 	10479 	10275 	10486 	10286 	10027 	10153 	9314 	8381 	1885300 	1717454 	: 	: 
NAC,A_GE2_DCH,MED_E,SK	6221 b	6257 	6778 	6508 	5913 	5607 	5417 	5398 	5312 	5426 	5672 	5197 	5054 	4709 	136453 	124704 	102886 	92960 	: 	: 
NAC,A_GE2_DCH,MED_E,TR	: 	15658 	14772 	12624 	10567 	9584 	8335 	7258 	6560 	5841 	5621 	5000 	4412 	4311 	3925 	3700 	3000 	: 	: 	: 
NAC,A_GE2_DCH,MED_E,UK	: 	: 	: 	: 	16520 	16146 b	15296 	14639 	14496 	13299 	13346 b	12540 	12830 	12605 	13617 	13032 	11987 	11615 	: 	: 
NAC,A_GE2_DCH,MED_E,XK	: 	: 	: 	: 	1617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MEI_E,AL	: 	304980 	298845 	273300 	257930 	235409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MEI_E,AT	24201 b	23528 	22574 	21426 	21763 	21449 	19806 	19935 	19736 	18873 	18810 	18274 	18419 	17996 	17350 b	15723 	15015 	14810 	14139 	13479 
NAC,A_GE2_DCH,MEI_E,BE	25168 b	23253 	23907 	22417 b	22216 	21623 	21407 	20552 	20764 	21128 	19345 	18710 	18538 	18117 	17592 	16888 	16797 	15789 	14470 	14979 
NAC,A_GE2_DCH,MEI_E,BG	11426 b	10639 	10209 	9503 	7665 	7586 	6049 b	6729 	5713 	5460 	5110 	5515 	5635 	5573 	4613 	2849 	2293 	: 	: 	: 
NAC,A_GE2_DCH,MEI_E,CH	49486 	48294 	46887 	45228 	44967 	45757 	44990 	45507 	44823 b	47493 	46036 	45674 	43971 	44837 	43304 	42149 	: 	: 	: 	: 
NAC,A_GE2_DCH,MEI_E,CY	18973 b	17086 	17373 	17051 	15246 	14786 	14582 	14347 	14966 	16305 	17435 	17062 	16698 	17020 	9735 b	9728 	8799 	8133 	: 	: 
NAC,A_GE2_DCH,MEI_E,CZ	316066 b	282106 	281385 	263269 	245938 	229612 	220172 	207867 	198569 	189395 	188341 	184955 	182511 	181595 	161015 	147863 	135683 	130369 	: 	: 
NAC,A_GE2_DCH,MEI_E,DE	24200 b	24084 	26264 b	22669 	23101 	21564 	20587 	20412 	19584 	19667 	19219 	18221 	18228 	18483 	18200 	17416 	13778 	14590 	: 	: 
NAC,A_GE2_DCH,MEI_E,DK	285494 b	256439 	245785 b	255247 	245438 	249144 	239808 	230039 	224364 	211080 	212511 	206335 b	184089 	178150 	185002 	178816 	166976 	160287 	155669 	149547 
NAC,A_GE2_DCH,MEI_E,EE	16036 	12909 	12337 	11886 	10883 	9625 	9235 	8889 	8177 b	7278 	6430 	5837 	6012 	6546 	5995 	5025 	3973 	3370 	3047 	: 
NAC,A_GE2_DCH,MEI_E,EL	9095 b	8103 	8206 	7565 	7316 	7324 	7103 	7117 	7392 	7420 	9263 	11250 	12144 	12000 	11639 	10655 	10880 	10462 	9555 	8751 
NAC,A_GE2_DCH,MEI_E,ES	15751 b	14412 	15236 	14729 	14672 	13887 	13071 	12560 	12180 	12114 	12980 	13409 	13788 	14081 	13564 b	11341 	10816 	10244 	9717 	: 
NAC,A_GE2_DCH,MEI_E,FI	27757 	26063 	26348 	25696 	24244 	23204 	23097 	22953 	22961 	22872 	22132 	21045 	20420 	20115 	19069 	18416 	17891 	16656 	15886 	: 
NAC,A_GE2_DCH,MEI_E,FR	23547 b	23261 	21707 b	21829 	20568 	20282 	20748 	20500 	20060 	20463 	20315 	19662 	19339 	18972 	18649 b	14830 	15373 	15002 	14093 	: 
NAC,A_GE2_DCH,MEI_E,HR	66613 b	60727 	57721 	54027 	48400 	44268 	39897 	36873 	34578 	35076 	35798 	36655 	39872 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MEI_E,HU	2321870 b	2013029 	2048517 	1734968 	1514562 	1330968 	1250863 	1150599 	1068455 	1040021 	1084399 	952266 	859701 	862535 	805154 	780591 	863725 	715925 	: 	: 
NAC,A_GE2_DCH,MEI_E,IE	26929 b	25824 	25184 b	24293 	23647 	22414 	20972 	19579 	18282 	17430 	16743 	16694 	17695 	20264 	21588 	21918 	19714 	18573 	18048 	16581 
NAC,A_GE2_DCH,MEI_E,IS	: 	: 	: 	: 	4810821 	4511620 	4125495 	3730178 	3552296 	3253304 	3014902 	2922234 	3036081 	3520266 	3074972 	2802836 	2247350 	2043969 	1893018 	: 
NAC,A_GE2_DCH,MEI_E,IT	17320 b	15680 	16761 	15808 	15499 	15294 	15040 	14799 	14704 	14638 	14791 	14959 	15029 	14994 	14850 	14559 	14066 	13844 	13038 	: 
NAC,A_GE2_DCH,MEI_E,LT	12080 b	10667 	9858 	8436 	7751 	6656 	6272 	6075 	17943 	16343 	14690 	12161 	13589 	17692 	15418 	12054 	9530 	7868 	: 	: 
NAC,A_GE2_DCH,MEI_E,LU	40291 b	37816 b	33318 b	33486 	29566 	31761 	28868 b	31732 	29650 	29077 	27143 	28297 	27312 	28020 	28644 	27462 	27579 	24911 	24444 	22990 
NAC,A_GE2_DCH,MEI_E,LV	10750 b	10324 	9654 	8966 	8187 	7003 	6827 	6272 	5615 	5004 	4783 	4235 	4537 	5858 	5267 	3627 	2804 	2245 	: 	: 
NAC,A_GE2_DCH,MEI_E,ME	3586 	3209 	3323 	3162 	3122 	3250 	2910 	2804 	2720 	2664 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MEI_E,MK	: 	: 	146868 	137626 	126665 	121731 	117128 	114778 	111954 	111721 	105086 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,A_GE2_DCH,MEI_E,MT	20212 b	18520 	17672 	15734 	15471 	14965 	14031 	13709 	12589 	11320 	10236 	9840 	9632 	9947 	9803 	8900 	3658 	3611 	: 	: 
NAC,A_GE2_DCH,MEI_E,NL	32105 b	31169 	29049 	25956 	25337 	25138 	23613 b	22079 	21187 	20690 	20603 	19998 	20271 	20519 	20698 	18744 	17047 	15932 	: 	: 
